id;produto;categoria;variante_index;variacao;preco
105;Aspersor Agropolo NY-30;Aspersores Agropolo;5;Longo Roxo 3,00mm — 1,67 m³/h — Eixo Latão (ERL);55,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;6;Longo Laranja 4,00mm — 2,26 m³/h — Eixo Nylon (ER);45,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;7;Longo Laranja 4,00mm — 2,26 m³/h — Eixo Latão (ERL);59,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;8;Longo Verde 5,00mm — 2,66 m³/h — Eixo Nylon (ER);48,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;9;Longo Verde 5,00mm — 2,66 m³/h — Eixo Latão (ERL);63,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;10;Longo Vermelho 6,20mm — 3,53 m³/h — Eixo Nylon (ER);55,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;11;Longo Vermelho 6,20mm — 3,53 m³/h — Eixo Latão (ERL);72,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;12;Longo Azul 7,10mm — 4,10 m³/h — Eixo Nylon (ER);62,00
105;Aspersor Agropolo NY-30;Aspersores Agropolo;13;Longo Azul 7,10mm — 4,10 m³/h — Eixo Latão (ERL);81,00
106;Aspersor Agropolo NY-23S (Setorial);Aspersores Agropolo;0;Amarelo 2,5mm — 0,39 m³/h;28,00
106;Aspersor Agropolo NY-23S (Setorial);Aspersores Agropolo;1;Verde 2,8mm — 0,49 m³/h;32,00
106;Aspersor Agropolo NY-23S (Setorial);Aspersores Agropolo;2;Vermelho 3,0mm — 0,56 m³/h;36,00
106;Aspersor Agropolo NY-23S (Setorial);Aspersores Agropolo;3;Azul 3,2mm — 0,64 m³/h;40,00
106;Aspersor Agropolo NY-23S (Setorial);Aspersores Agropolo;4;Laranja 3,5mm — 0,74 m³/h;45,00
107;Válvula de Pé com Crivo;Registros e Válvulas para Bombas;0;3/4";38,00
107;Válvula de Pé com Crivo;Registros e Válvulas para Bombas;1;1";48,00
107;Válvula de Pé com Crivo;Registros e Válvulas para Bombas;2;1.1/4";65,00
107;Válvula de Pé com Crivo;Registros e Válvulas para Bombas;3;1.1/2";82,00
107;Válvula de Pé com Crivo;Registros e Válvulas para Bombas;4;2";115,00
108;Válvula de Retenção Soldável;Registros e Válvulas para Bombas;0;25mm;28,00
108;Válvula de Retenção Soldável;Registros e Válvulas para Bombas;1;32mm;35,00
108;Válvula de Retenção Soldável;Registros e Válvulas para Bombas;2;40mm;48,00
108;Válvula de Retenção Soldável;Registros e Válvulas para Bombas;3;50mm;65,00
108;Válvula de Retenção Soldável;Registros e Válvulas para Bombas;4;60mm;85,00
109;Válvula de Retenção Roscável;Registros e Válvulas para Bombas;0;3/4";32,00
109;Válvula de Retenção Roscável;Registros e Válvulas para Bombas;1;1";42,00
109;Válvula de Retenção Roscável;Registros e Válvulas para Bombas;2;1.1/4";58,00
109;Válvula de Retenção Roscável;Registros e Válvulas para Bombas;3;1.1/2";72,00
109;Válvula de Retenção Roscável;Registros e Válvulas para Bombas;4;2";98,00
110;Registro Esfera VS Soldável;Registros e Válvulas para Bombas;0;20mm;18,00
110;Registro Esfera VS Soldável;Registros e Válvulas para Bombas;1;25mm;22,00
110;Registro Esfera VS Soldável;Registros e Válvulas para Bombas;2;32mm;32,00
110;Registro Esfera VS Soldável;Registros e Válvulas para Bombas;3;40mm;48,00
110;Registro Esfera VS Soldável;Registros e Válvulas para Bombas;4;50mm;68,00
110;Registro Esfera VS Soldável;Registros e Válvulas para Bombas;5;60mm;95,00
111;Registro Esfera VS Roscável;Registros e Válvulas para Bombas;0;1/2";18,00
111;Registro Esfera VS Roscável;Registros e Válvulas para Bombas;1;3/4";24,00
111;Registro Esfera VS Roscável;Registros e Válvulas para Bombas;2;1";34,00
111;Registro Esfera VS Roscável;Registros e Válvulas para Bombas;3;1.1/4";52,00
111;Registro Esfera VS Roscável;Registros e Válvulas para Bombas;4;1.1/2";68,00
111;Registro Esfera VS Roscável;Registros e Válvulas para Bombas;5;2";98,00
112;Registro Esfera VS Compacto;Registros e Válvulas para Bombas;0;20mm;15,00
112;Registro Esfera VS Compacto;Registros e Válvulas para Bombas;1;25mm;18,00
112;Registro Esfera VS Compacto;Registros e Válvulas para Bombas;2;32mm;26,00
112;Registro Esfera VS Compacto;Registros e Válvulas para Bombas;3;40mm;38,00
112;Registro Esfera VS Compacto;Registros e Válvulas para Bombas;4;50mm;55,00
112;Registro Esfera VS Compacto;Registros e Válvulas para Bombas;5;60mm;78,00
113;Registro Esfera VS Duas Porcas;Registros e Válvulas para Bombas;0;75mm;180,00
113;Registro Esfera VS Duas Porcas;Registros e Válvulas para Bombas;1;85mm;220,00
113;Registro Esfera VS Duas Porcas;Registros e Válvulas para Bombas;2;110mm;320,00
114;Registro Esfera com Borboleta;Registros e Válvulas para Bombas;0;1/2";16,00
114;Registro Esfera com Borboleta;Registros e Válvulas para Bombas;1;3/4";20,00
115;Adaptador para Caixa d'Água com Registro;Registros e Válvulas para Bombas;0;20mm;24,00
115;Adaptador para Caixa d'Água com Registro;Registros e Válvulas para Bombas;1;40mm;42,00
115;Adaptador para Caixa d'Água com Registro;Registros e Válvulas para Bombas;2;50mm;58,00
116;Motobomba Centrífuga BC-98;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;1/3 CV — Monofásico;420,00
116;Motobomba Centrífuga BC-98;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;1/2 CV — Monofásico;480,00
117;Motobomba Centrífuga BCR;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;1/4 CV — Monofásico (BCR-2000);380,00
117;Motobomba Centrífuga BCR;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;1/3 CV — Monofásico (BCR-2000);420,00
117;Motobomba Centrífuga BCR;Motobombas Centrífugas Monoestágio (Rotor Fechado);2;1/2 CV — Monofásico (BCR-2000/2010);480,00
117;Motobomba Centrífuga BCR;Motobombas Centrífugas Monoestágio (Rotor Fechado);3;3/4 CV — Monofásico (BCR-2010);580,00
117;Motobomba Centrífuga BCR;Motobombas Centrífugas Monoestágio (Rotor Fechado);4;1 CV — Monofásico (BCR-2010);680,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;1/6 CV — Monofásico;350,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;1/4 CV — Monofásico;390,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);2;1/3 CV — Monofásico;430,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);3;1/3 CV — Trifásico;400,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);4;1/2 CV — Monofásico;480,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);5;1/2 CV — Trifásico;450,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);6;3/4 CV — Monofásico;580,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);7;3/4 CV — Trifásico;540,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);8;1 CV — Monofásico;680,00
118;Motobomba Centrífuga BC-91;Motobombas Centrífugas Monoestágio (Rotor Fechado);9;1 CV — Trifásico;630,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;3/4 CV — Monofásico;650,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;3/4 CV — Trifásico;600,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);2;1 CV — Monofásico;750,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);3;1 CV — Trifásico;690,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);4;1.5 CV — Monofásico;950,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);5;1.5 CV — Trifásico;880,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);6;2 CV — Monofásico;1150,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);7;2 CV — Trifásico;1050,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);8;3 CV — Monofásico;1450,00
119;Motobomba Centrífuga BC-92;Motobombas Centrífugas Monoestágio (Rotor Fechado);9;3 CV — Trifásico;1320,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;1.5 CV — Monofásico;1200,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;1.5 CV — Trifásico;1100,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);2;2 CV — Monofásico;1400,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);3;2 CV — Trifásico;1280,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);4;3 CV — Monofásico;1750,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);5;3 CV — Trifásico;1580,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);6;4 CV — Monofásico;2100,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);7;4 CV — Trifásico;1900,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);8;5 CV — Monofásico;2450,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);9;5 CV — Trifásico;2200,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);10;7.5 CV — Trifásico;3100,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);11;10 CV — Trifásico;3900,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);12;12.5 CV — Trifásico;4700,00
120;Motobomba Centrífuga BC-21;Motobombas Centrífugas Monoestágio (Rotor Fechado);13;15 CV — Trifásico;5500,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;3 CV — Monofásico;1900,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;3 CV — Trifásico;1720,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);2;4 CV — Monofásico;2250,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);3;4 CV — Trifásico;2050,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);4;5 CV — Monofásico;2550,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);5;5 CV — Trifásico;2320,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);6;7.5 CV — Trifásico;3250,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);7;10 CV — Trifásico;4100,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);8;12.5 CV — Trifásico;4950,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);9;15 CV — Trifásico;5800,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);10;20 CV — Trifásico;7200,00
121;Motobomba Centrífuga BC-22;Motobombas Centrífugas Monoestágio (Rotor Fechado);11;25 CV — Trifásico;8700,00
122;Motobomba Centrífuga BC-23;Motobombas Centrífugas Monoestágio (Rotor Fechado);0;12.5 CV — Trifásico;5800,00
122;Motobomba Centrífuga BC-23;Motobombas Centrífugas Monoestágio (Rotor Fechado);1;15 CV — Trifásico;6700,00
122;Motobomba Centrífuga BC-23;Motobombas Centrífugas Monoestágio (Rotor Fechado);2;20 CV — Trifásico;8200,00
122;Motobomba Centrífuga BC-23;Motobombas Centrífugas Monoestágio (Rotor Fechado);3;25 CV — Trifásico;9800,00
122;Motobomba Centrífuga BC-23;Motobombas Centrífugas Monoestágio (Rotor Fechado);4;30 CV — Trifásico;11500,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);0;4 CV — Trifásico;2600,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);1;5 CV — Trifásico;2900,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);2;7.5 CV — Trifásico;3700,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);3;10 CV — Trifásico;4600,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);4;12.5 CV — Trifásico;5500,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);5;15 CV — Trifásico;6400,00
123;Motobomba Centrífuga MSA-21;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);6;20 CV — Trifásico;7900,00
124;Motobomba Centrífuga MSA-22;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);0;5 CV — Trifásico;3100,00
124;Motobomba Centrífuga MSA-22;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);1;7.5 CV — Trifásico;3950,00
124;Motobomba Centrífuga MSA-22;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);2;10 CV — Trifásico;4900,00
124;Motobomba Centrífuga MSA-22;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);3;12.5 CV — Trifásico;5850,00
124;Motobomba Centrífuga MSA-22;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);4;15 CV — Trifásico;6800,00
124;Motobomba Centrífuga MSA-22;Motobombas Centrífugas Monoestágio (Rotor Semiaberto);5;20 CV — Trifásico;8300,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);0;1/2 CV — Trifásico (MCI-RE);1450,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);1;3/4 CV — Trifásico (MCI-RE);1650,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);2;1 CV — Trifásico (MCI-RE);1900,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);3;1.5 CV — Trifásico (MCI-RE);2400,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);4;2 CV — Trifásico (MCI-RQ);2900,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);5;3 CV — Trifásico (MCI-RQ);3700,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);6;4 CV — Trifásico (MCI-RQ);4500,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);7;5 CV — Trifásico (MCI-RQ);5300,00
125;Motobomba Centrífuga de Aço Inox MCI;Motobombas Centrífugas de Aço Inox (Rotor Semiaberto);8;7.5 CV — Trifásico (MCI-RQ);6800,00
